"age"  "type_employer"  "education"  "marital"  "occupation"  "relationship"  "race"  "sex"  "capital_gain"  "capital_loss"  "hr_per_week"  "income"
63  " Private"  " HS-grad"  " Divorced"  " Craft-repair"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
36  " Private"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
56  " Private"  " Bachelors"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  50  "high"
43  " State-gov"  " Prof-school"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " Black"  " Male"  "None"  "None"  40  "low"
41  " Private"  " Bachelors"  " Married-civ-spouse"  " Tech-support"  " Husband"  " White"  " Male"  "None"  "None"  45  "high"
41  " Private"  " HS-grad"  " Divorced"  " Adm-clerical"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
36  " Private"  " Bachelors"  " Divorced"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "None"  "None"  45  "low"
59  " Private"  " Doctorate"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  50  "high"
46  " Local-gov"  " Assoc-acdm"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  44  "high"
23  " Private"  " Bachelors"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "None"  "None"  36  "low"
46  " Self-emp-not-inc"  " Some-college"  " Separated"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "None"  "None"  20  "low"
53  " Private"  " Bachelors"  " Married-civ-spouse"  " Adm-clerical"  " Husband"  " White"  " Male"  "None"  "High"  40  "high"
47  " Private"  " HS-grad"  " Never-married"  " Machine-op-inspct"  " Unmarried"  " Amer-Indian-Eskimo"  " Male"  "None"  "None"  56  "low"
46  " Federal-gov"  " Masters"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
47  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  56  "high"
29  " Private"  " HS-grad"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "Low"  30  "high"
32  " Private"  " Assoc-voc"  " Divorced"  " Exec-managerial"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
90  " Private"  " HS-grad"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
23  " Private"  " Assoc-voc"  " Never-married"  " Prof-specialty"  " Own-child"  " Asian-Pac-Islander"  " Male"  "None"  "None"  40  "low"
23  " Private"  " Assoc-voc"  " Never-married"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
44  " Private"  " Some-college"  " Married-civ-spouse"  " Adm-clerical"  " Wife"  " Other"  " Female"  "None"  "None"  30  "high"
81  " Self-emp-inc"  " 10th"  " Married-civ-spouse"  " Exec-managerial"  " Wife"  " White"  " Female"  "Low"  "None"  28  "low"
17  " Private"  " 10th"  " Never-married"  " Other-service"  " Own-child"  " Black"  " Female"  "None"  "None"  12  "low"
56  " Private"  " Assoc-voc"  " Married-civ-spouse"  " Tech-support"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
58  " Federal-gov"  " 10th"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
45  " Private"  " Bachelors"  " Married-civ-spouse"  " Adm-clerical"  " Husband"  " White"  " Male"  "None"  "None"  45  "high"
25  " Private"  " HS-grad"  " Married-civ-spouse"  " Handlers-cleaners"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
36  " Private"  " Bachelors"  " Married-civ-spouse"  " Prof-specialty"  " Wife"  " Asian-Pac-Islander"  " Female"  "None"  "None"  35  "high"
32  " Private"  " Assoc-voc"  " Married-civ-spouse"  " Tech-support"  " Wife"  " White"  " Female"  "None"  "None"  24  "high"
25  " Private"  " HS-grad"  " Never-married"  " Other-service"  " Other-relative"  " White"  " Male"  "None"  "None"  30  "low"
29  " Federal-gov"  " Some-college"  " Married-civ-spouse"  " Adm-clerical"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
23  " Private"  " HS-grad"  " Never-married"  " Adm-clerical"  " Not-in-family"  " White"  " Male"  "None"  "None"  60  "low"
41  " Private"  " Masters"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  55  "high"
48  " State-gov"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " Black"  " Male"  "None"  "None"  40  "high"
29  " Private"  " HS-grad"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  60  "low"
55  " Private"  " Some-college"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
30  " Private"  " 11th"  " Married-civ-spouse"  " Handlers-cleaners"  " Husband"  " Asian-Pac-Islander"  " Male"  "None"  "Low"  40  "low"
45  " Private"  " Some-college"  " Widowed"  " Other-service"  " Unmarried"  " Black"  " Female"  "None"  "None"  40  "low"
50  " Private"  " HS-grad"  " Divorced"  " Craft-repair"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
22  " Private"  " HS-grad"  " Never-married"  " Craft-repair"  " Not-in-family"  " White"  " Male"  "None"  "None"  50  "low"
80  " Local-gov"  " HS-grad"  " Widowed"  " Other-service"  " Unmarried"  " Amer-Indian-Eskimo"  " Female"  "None"  "None"  32  "low"
30  " Private"  " HS-grad"  " Married-civ-spouse"  " Handlers-cleaners"  " Husband"  " White"  " Male"  "None"  "None"  44  "low"
20  " Private"  " Some-college"  " Never-married"  " Sales"  " Own-child"  " White"  " Female"  "None"  "None"  20  "low"
29  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  35  "low"
56  " Private"  " Some-college"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
63  " Private"  " Bachelors"  " Married-civ-spouse"  " Adm-clerical"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
20  " Private"  " HS-grad"  " Never-married"  " Handlers-cleaners"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
38  " State-gov"  " HS-grad"  " Married-civ-spouse"  " Adm-clerical"  " Wife"  " Black"  " Female"  "None"  "None"  40  "low"
31  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
21  " Private"  " Some-college"  " Never-married"  " Sales"  " Own-child"  " White"  " Male"  "None"  "None"  35  "low"
47  " Private"  " 10th"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "None"  46  "high"
25  " Local-gov"  " Bachelors"  " Never-married"  " Tech-support"  " Unmarried"  " Asian-Pac-Islander"  " Female"  "None"  "None"  40  "low"
31  " Private"  " Some-college"  " Separated"  " Adm-clerical"  " Unmarried"  " Black"  " Female"  "None"  "None"  38  "low"
28  " Private"  " HS-grad"  " Never-married"  " Exec-managerial"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
38  " Private"  " HS-grad"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  99  "low"
30  " Local-gov"  " Bachelors"  " Married-civ-spouse"  " Protective-serv"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
39  " Self-emp-inc"  " HS-grad"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "High"  40  "high"
26  " Private"  " Some-college"  " Never-married"  " Exec-managerial"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
47  " Private"  " HS-grad"  " Never-married"  " Adm-clerical"  " Other-relative"  " White"  " Female"  "None"  "None"  40  "low"
27  " Self-emp-not-inc"  " HS-grad"  " Never-married"  " Craft-repair"  " Not-in-family"  " White"  " Male"  "None"  "High"  50  "low"
43  " Private"  " Some-college"  " Married-civ-spouse"  " Protective-serv"  " Husband"  " Other"  " Male"  "None"  "None"  32  "low"
32  " Local-gov"  " Bachelors"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "None"  "None"  55  "low"
20  " Private"  " Some-college"  " Never-married"  " Sales"  " Own-child"  " Asian-Pac-Islander"  " Male"  "None"  "None"  30  "low"
21  " Local-gov"  " 12th"  " Never-married"  " Handlers-cleaners"  " Unmarried"  " Black"  " Female"  "None"  "None"  20  "low"
32  " Private"  " Assoc-voc"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
37  " Private"  " Assoc-voc"  " Divorced"  " Machine-op-inspct"  " Not-in-family"  " Black"  " Male"  "None"  "None"  48  "low"
45  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " Asian-Pac-Islander"  " Male"  "None"  "None"  40  "low"
37  " Self-emp-inc"  " Assoc-acdm"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "Low"  40  "high"
24  " Private"  " Bachelors"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "None"  "None"  25  "low"
23  " Private"  " Some-college"  " Never-married"  " Farming-fishing"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
40  " Private"  " HS-grad"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
38  " Private"  " Some-college"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  48  "high"
71  " Private"  " 10th"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
51  " Private"  " Some-college"  " Divorced"  " Adm-clerical"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
52  " Self-emp-not-inc"  " Some-college"  " Never-married"  " Adm-clerical"  " Unmarried"  " White"  " Male"  "None"  "None"  5  "low"
30  " Private"  " Bachelors"  " Never-married"  " Sales"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
34  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "High"  "None"  40  "high"
38  " Private"  " 10th"  " Divorced"  " Machine-op-inspct"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
43  " Federal-gov"  " Assoc-voc"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "High"  "None"  40  "high"
43  " Private"  " 11th"  " Never-married"  " Transport-moving"  " Not-in-family"  " White"  " Male"  "None"  "None"  42  "low"
36  " Federal-gov"  " Some-college"  " Never-married"  " Exec-managerial"  " Not-in-family"  " Black"  " Male"  "High"  "None"  40  "high"
24  " State-gov"  " Some-college"  " Never-married"  " Adm-clerical"  " Own-child"  " White"  " Female"  "None"  "None"  40  "low"
55  " Private"  " 10th"  " Married-civ-spouse"  " Other-service"  " Wife"  " Black"  " Female"  "None"  "None"  40  "low"
51  " Private"  " Masters"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "High"  60  "high"
43  " Local-gov"  " HS-grad"  " Divorced"  " Exec-managerial"  " Unmarried"  " Amer-Indian-Eskimo"  " Female"  "None"  "None"  40  "low"
28  " Private"  " HS-grad"  " Divorced"  " Protective-serv"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
54  " Private"  " Assoc-acdm"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
47  " Private"  " Some-college"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
47  " Private"  " Bachelors"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  55  "high"
47  " Private"  " Some-college"  " Married-civ-spouse"  " Other-service"  " Husband"  " White"  " Male"  "None"  "None"  57  "high"
38  " Private"  " Some-college"  " Never-married"  " Adm-clerical"  " Unmarried"  " White"  " Female"  "Low"  "None"  35  "low"
60  " Self-emp-not-inc"  " 5th-6th"  " Married-civ-spouse"  " Farming-fishing"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
19  " Private"  " HS-grad"  " Never-married"  " Sales"  " Own-child"  " Amer-Indian-Eskimo"  " Female"  "None"  "None"  25  "low"
22  " Private"  " Some-college"  " Never-married"  " Adm-clerical"  " Own-child"  " Black"  " Female"  "None"  "None"  25  "low"
55  " Local-gov"  " Masters"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
44  " Private"  " Some-college"  " Separated"  " Sales"  " Other-relative"  " Black"  " Female"  "None"  "None"  35  "low"
53  " Self-emp-not-inc"  " 1st-4th"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "High"  "None"  67  "high"
44  " Local-gov"  " Masters"  " Married-civ-spouse"  " Prof-specialty"  " Wife"  " White"  " Female"  "Low"  "None"  40  "high"
28  " Federal-gov"  " Bachelors"  " Never-married"  " Protective-serv"  " Not-in-family"  " White"  " Male"  "None"  "None"  50  "low"
30  " Local-gov"  " Some-college"  " Never-married"  " Transport-moving"  " Unmarried"  " Black"  " Female"  "None"  "None"  40  "low"
39  " Local-gov"  " HS-grad"  " Never-married"  " Exec-managerial"  " Own-child"  " Amer-Indian-Eskimo"  " Female"  "None"  "None"  40  "low"
43  " State-gov"  " HS-grad"  " Divorced"  " Exec-managerial"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
24  " Private"  " Bachelors"  " Never-married"  " Sales"  " Other-relative"  " White"  " Female"  "None"  "None"  40  "low"
27  " Local-gov"  " Assoc-voc"  " Never-married"  " Protective-serv"  " Not-in-family"  " White"  " Male"  "None"  "None"  56  "low"
64  " Self-emp-not-inc"  " 5th-6th"  " Married-civ-spouse"  " Farming-fishing"  " Husband"  " White"  " Male"  "None"  "None"  70  "low"
41  " Local-gov"  " Some-college"  " Married-civ-spouse"  " Farming-fishing"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
28  " Private"  " HS-grad"  " Never-married"  " Transport-moving"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
61  " Private"  " HS-grad"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  30  "low"
27  " Private"  " 11th"  " Divorced"  " Machine-op-inspct"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
49  " Private"  " Some-college"  " Divorced"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  32  "low"
20  " Private"  " Some-college"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
41  " Private"  " Bachelors"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "None"  "Low"  40  "low"
28  " Local-gov"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
36  " Private"  " HS-grad"  " Divorced"  " Machine-op-inspct"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
44  " Self-emp-not-inc"  " Bachelors"  " Divorced"  " Craft-repair"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
51  " Private"  " Bachelors"  " Married-civ-spouse"  " Adm-clerical"  " Wife"  " White"  " Female"  "High"  "None"  20  "high"
40  " Private"  " Some-college"  " Divorced"  " Prof-specialty"  " Unmarried"  " Black"  " Female"  "None"  "None"  38  "low"
19  " Private"  " HS-grad"  " Never-married"  " Craft-repair"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
54  " Private"  " Some-college"  " Married-civ-spouse"  " Prof-specialty"  " Wife"  " White"  " Female"  "None"  "None"  40  "low"
55  " Self-emp-not-inc"  " HS-grad"  " Divorced"  " Craft-repair"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
57  " Private"  " Assoc-voc"  " Widowed"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
29  " Private"  " Some-college"  " Separated"  " Priv-house-serv"  " Not-in-family"  " White"  " Female"  "None"  "None"  30  "low"
51  " Private"  " HS-grad"  " Divorced"  " Sales"  " Unmarried"  " White"  " Female"  "None"  "None"  43  "low"
44  " Private"  " HS-grad"  " Divorced"  " Other-service"  " Not-in-family"  " White"  " Male"  "None"  "None"  37  "low"
35  " Local-gov"  " Assoc-voc"  " Married-civ-spouse"  " Protective-serv"  " Husband"  " White"  " Male"  "None"  "None"  42  "low"
40  " Private"  " HS-grad"  " Divorced"  " Transport-moving"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
46  " Private"  " 7th-8th"  " Separated"  " Other-service"  " Not-in-family"  " White"  " Female"  "None"  "None"  32  "low"
25  " Private"  " Some-college"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  60  "high"
33  " Private"  " Bachelors"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "None"  "Low"  36  "low"
32  " Private"  " Some-college"  " Never-married"  " Machine-op-inspct"  " Other-relative"  " White"  " Female"  "None"  "High"  40  "low"
22  " Private"  " HS-grad"  " Never-married"  " Tech-support"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
39  " Private"  " Some-college"  " Married-civ-spouse"  " Sales"  " Wife"  " Asian-Pac-Islander"  " Female"  "None"  "None"  40  "low"
18  " Self-emp-not-inc"  " HS-grad"  " Never-married"  " Farming-fishing"  " Own-child"  " Asian-Pac-Islander"  " Male"  "None"  "None"  40  "low"
43  " Private"  " HS-grad"  " Divorced"  " Adm-clerical"  " Unmarried"  " Black"  " Female"  "None"  "None"  45  "low"
46  " Private"  " HS-grad"  " Never-married"  " Tech-support"  " Other-relative"  " White"  " Male"  "None"  "None"  40  "low"
63  " Private"  " Some-college"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "Low"  "None"  48  "high"
59  " Private"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  60  "high"
40  " Local-gov"  " Masters"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
23  " Private"  " HS-grad"  " Never-married"  " Other-service"  " Own-child"  " White"  " Male"  "None"  "None"  35  "low"
36  " Private"  " Assoc-voc"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  60  "low"
48  " Private"  " HS-grad"  " Divorced"  " Machine-op-inspct"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
43  " Private"  " Some-college"  " Married-civ-spouse"  " Prof-specialty"  " Wife"  " White"  " Female"  "None"  "None"  40  "high"
18  " Private"  " 10th"  " Never-married"  " Other-service"  " Own-child"  " White"  " Female"  "None"  "None"  30  "low"
17  " Private"  " 11th"  " Never-married"  " Craft-repair"  " Own-child"  " White"  " Male"  "None"  "None"  16  "low"
53  " Private"  " HS-grad"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
36  " State-gov"  " Some-college"  " Divorced"  " Exec-managerial"  " Not-in-family"  " White"  " Female"  "None"  "None"  39  "low"
20  " Private"  " HS-grad"  " Never-married"  " Handlers-cleaners"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
22  " Private"  " Bachelors"  " Never-married"  " Sales"  " Not-in-family"  " White"  " Female"  "None"  "None"  60  "low"
34  " Private"  " Bachelors"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
39  " Private"  " 11th"  " Divorced"  " Other-service"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
57  " Private"  " Some-college"  " Widowed"  " Other-service"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
30  " Private"  " 10th"  " Divorced"  " Other-service"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
37  " Private"  " Prof-school"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  60  "high"
51  " Private"  " HS-grad"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
38  " Private"  " HS-grad"  " Never-married"  " Transport-moving"  " Unmarried"  " White"  " Male"  "None"  "None"  40  "low"
34  " Private"  " HS-grad"  " Never-married"  " Exec-managerial"  " Unmarried"  " White"  " Female"  "None"  "None"  35  "low"
47  " Federal-gov"  " HS-grad"  " Married-spouse-absent"  " Adm-clerical"  " Not-in-family"  " Black"  " Female"  "None"  "None"  40  "low"
28  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Farming-fishing"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
25  " Private"  " 10th"  " Never-married"  " Other-service"  " Not-in-family"  " White"  " Male"  "None"  "None"  24  "low"
25  " Private"  " Some-college"  " Never-married"  " Exec-managerial"  " Not-in-family"  " White"  " Female"  "None"  "None"  60  "low"
50  " Private"  " Masters"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "High"  "None"  65  "high"
50  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
43  " Private"  " Bachelors"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  48  "low"
27  " Private"  " HS-grad"  " Never-married"  " Transport-moving"  " Not-in-family"  " White"  " Male"  "None"  "Low"  75  "low"
32  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  50  "low"
44  " Private"  " 10th"  " Never-married"  " Farming-fishing"  " Unmarried"  " White"  " Male"  "None"  "None"  35  "low"
19  " Private"  " HS-grad"  " Never-married"  " Sales"  " Unmarried"  " Black"  " Female"  "None"  "None"  20  "low"
53  " Self-emp-inc"  " Some-college"  " Widowed"  " Exec-managerial"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "high"
21  " Private"  " HS-grad"  " Never-married"  " Protective-serv"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
26  " Private"  " HS-grad"  " Never-married"  " Transport-moving"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
68  " Private"  " HS-grad"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "Low"  12  "low"
31  " Private"  " Some-college"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "High"  57  "low"
32  " Private"  " Bachelors"  " Never-married"  " Exec-managerial"  " Other-relative"  " White"  " Male"  "None"  "High"  50  "high"
33  " Private"  " Masters"  " Never-married"  " Adm-clerical"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
24  " Private"  " 11th"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  65  "low"
30  " Private"  " HS-grad"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  42  "low"
49  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
18  " Private"  " 11th"  " Never-married"  " Handlers-cleaners"  " Not-in-family"  " Black"  " Male"  "None"  "None"  40  "low"
30  " State-gov"  " Some-college"  " Never-married"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  37  "low"
51  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
52  " Private"  " Some-college"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
52  " Private"  " HS-grad"  " Divorced"  " Other-service"  " Other-relative"  " White"  " Male"  "None"  "None"  30  "low"
23  " Local-gov"  " HS-grad"  " Never-married"  " Other-service"  " Own-child"  " Black"  " Male"  "None"  "None"  32  "low"
23  " Self-emp-not-inc"  " 10th"  " Never-married"  " Craft-repair"  " Not-in-family"  " White"  " Male"  "None"  "None"  60  "low"
36  " Private"  " HS-grad"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "None"  48  "low"
19  " Private"  " 11th"  " Never-married"  " Craft-repair"  " Other-relative"  " White"  " Male"  "None"  "None"  25  "low"
53  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  60  "low"
17  " Private"  " 11th"  " Never-married"  " Handlers-cleaners"  " Own-child"  " White"  " Male"  "None"  "None"  25  "low"
69  " Private"  " HS-grad"  " Widowed"  " Handlers-cleaners"  " Not-in-family"  " White"  " Female"  "None"  "None"  8  "low"
46  " Local-gov"  " Bachelors"  " Divorced"  " Prof-specialty"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
33  " Private"  " HS-grad"  " Separated"  " Tech-support"  " Not-in-family"  " White"  " Male"  "None"  "None"  46  "low"
40  " Private"  " Some-college"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
29  " Local-gov"  " Masters"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
41  " Private"  " Some-college"  " Divorced"  " Adm-clerical"  " Unmarried"  " White"  " Female"  "None"  "None"  38  "low"
22  " Private"  " HS-grad"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
28  " Private"  " 7th-8th"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
31  " Private"  " Bachelors"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  46  "low"
35  " Private"  " Bachelors"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
38  " Private"  " Some-college"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " Black"  " Male"  "None"  "None"  40  "low"
17  " Private"  " 10th"  " Never-married"  " Other-service"  " Own-child"  " White"  " Female"  "None"  "None"  10  "low"
39  " Private"  " 10th"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
27  " Self-emp-not-inc"  " Some-college"  " Never-married"  " Other-service"  " Not-in-family"  " Black"  " Male"  "None"  "None"  40  "low"
50  " Private"  " HS-grad"  " Never-married"  " Adm-clerical"  " Own-child"  " White"  " Female"  "None"  "None"  40  "low"
56  " Local-gov"  " HS-grad"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
80  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Farming-fishing"  " Husband"  " White"  " Male"  "None"  "None"  20  "low"
38  " Self-emp-not-inc"  " Some-college"  " Married-civ-spouse"  " Farming-fishing"  " Wife"  " White"  " Female"  "None"  "None"  15  "low"
52  " State-gov"  " HS-grad"  " Married-civ-spouse"  " Protective-serv"  " Husband"  " Black"  " Male"  "None"  "None"  40  "high"
26  " Local-gov"  " Bachelors"  " Never-married"  " Prof-specialty"  " Own-child"  " Black"  " Male"  "None"  "None"  38  "low"
43  " Private"  " HS-grad"  " Divorced"  " Other-service"  " Own-child"  " Asian-Pac-Islander"  " Female"  "None"  "None"  40  "low"
45  " Private"  " Bachelors"  " Never-married"  " Exec-managerial"  " Not-in-family"  " White"  " Female"  "None"  "None"  42  "low"
41  " Self-emp-inc"  " Assoc-voc"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " Black"  " Male"  "None"  "None"  40  "high"
30  " Private"  " Assoc-acdm"  " Divorced"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  25  "low"
